Date,Global_Factor_filtered_normalized,Facilitating_filtered_normalized,Other_filtered_normalized,Restrictive_filtered_normalized,Remaining_others_filtered_normalized,G20_filtered_normalized,Non_G20_filtered_normalized,GDP_weighted_filtered_normalized
Jun 2014,-4.07779044896182,5.58653404319174,0.522134832238664,-21.4380852762645,192.662468807204,48.3827685664714,-31.8389000253547,109.797788157062
Jul 2014,7.41197149167628,-5.92714506856121,34.8442872838108,21.7902056064499,195.651674912825,88.2003155686937,-52.4600529812354,145.182795195603
Aug 2014,27.3552289853978,-9.04409339202878,64.6948851290175,57.5907321868286,208.034121339643,100.134629772247,-33.7061373350427,128.683291531043
Sep 2014,37.3848833510422,-9.03719160297801,64.8100779523886,67.6003718411105,197.452633703682,111.815248632353,-30.4074228419813,127.673501955472
Oct 2014,20.5731218231566,-25.0638693037147,59.5468128161275,58.2905709295438,198.062500936642,99.7845763689164,-24.9716758771193,126.684734157519
Nov 2014,22.259194272172,-7.82079565788701,37.025122599844,26.0984149256435,188.585826706578,112.433662953515,-26.8052121492963,135.025054242045
Dec 2014,20.9710501667605,2.98958991478269,36.3579968821235,18.3181571847219,192.36462972171,109.374390216657,2.3538473790103,117.468062489726
Jan 2015,44.7030032667661,13.7983678010041,61.1388507461167,35.0323053758792,219.280416780709,112.156496427872,41.5736652601892,98.3978365408111
Feb 2015,65.8554341320027,11.9926177596095,113.720202042357,96.3206699924832,247.60860045338,98.942111129717,73.9704797365596,85.5194443018758
Mar 2015,90.5122232075686,35.9862453135837,138.066484416727,123.70884197744,274.013921413517,117.791749258676,74.1148208032471,84.5243422092589
Apr 2015,122.083945543441,77.0707053663249,161.663050777636,120.61480266654,307.43930349242,155.602436983497,72.4269658879482,142.467105967117
May 2015,142.436447747352,117.535144774843,158.444120730668,119.025059791201,329.103203214288,209.01488496626,71.0299059712862,171.840358716545
Jun 2015,151.033557370023,143.506829143233,151.443517752245,124.116738149999,332.016295458697,229.870860641007,90.6684248843931,201.408197179551
Jul 2015,158.241904912458,142.382363187174,170.389968610135,134.175086181724,343.43929965869,228.922607001621,119.022245757136,180.776626775796
Aug 2015,170.549779384736,150.138206673788,186.215166052287,130.221558679912,353.224915563857,227.450861445824,144.454999866931,206.14287726532
Sep 2015,203.737858963884,159.257535190328,227.291860406809,140.686037376385,375.68522709818,250.670705169512,153.610156070975,224.62116330631
Oct 2015,204.979089809023,152.534522180816,235.678291563204,136.640329807858,380.715488499155,244.101491327688,126.8926283539,249.018448275773
Nov 2015,173.490816558603,109.932484985263,241.004508175328,130.139230115278,377.799180148701,222.368863690296,121.22929951348,229.822502310855
Dec 2015,130.138358868457,81.2583936079499,200.074625521684,77.8146257975062,355.073222151967,189.13172067392,110.010464575067,213.106224993406
Jan 2016,90.6534539862872,73.9242222661365,142.095407846244,47.1652090980403,309.254585163294,179.006371632789,100.911196976364,199.909020651079
Feb 2016,108.099115532351,94.1471975481052,125.566663142808,41.0544598509432,292.91677727096,198.741569627975,87.0876420664291,238.224552978616
Mar 2016,114.257646028865,92.9746580336106,126.428963570837,71.363499394752,288.03277367891,188.726860429282,98.2146426825112,241.47722928279
Apr 2016,124.034111439018,76.3418945050792,149.160874051614,85.5463395935953,316.776391767054,177.058046859584,124.442737490346,217.716736194614
May 2016,120.919763455734,60.8590767482155,146.240409462994,62.3672651671704,329.12242654864,167.753414941546,136.740423285462,199.275288538689
Jun 2016,92.6498039311749,35.7115333540764,128.868644793307,32.1559361470325,333.904556041409,155.775323205984,114.907187725707,173.173481740829
Jul 2016,100.414951826719,21.2074820863166,145.179850838582,14.503841084788,344.204770608854,168.750534545154,91.4492483501497,171.188521132445
Aug 2016,96.6800971383175,21.3200672824474,135.986882952677,6.6239666320377,341.278973566625,172.809601688212,58.0722714830813,152.133315007009
Sep 2016,94.9827495254048,11.340482476666,138.760976171099,4.78684700678937,327.982085786037,189.978501340735,11.1527098908781,173.674868372797
Oct 2016,39.9262860301166,-13.735606292314,83.3839147036905,0.936980106720328,267.738542278603,143.417649430999,-26.6079796599925,190.937706988508
Nov 2016,-2.53493590515904,-38.3455915465818,42.2144680420811,0.504271238833618,221.001243447623,110.110596419642,-53.8561156915018,178.660705878829
Dec 2016,-19.8779690590286,-37.783343374287,8.91919707017546,-7.82876916879205,181.019167984875,82.7904793517863,-40.9031520561253,131.685276426492
Jan 2017,-31.507052837785,-29.8823784515378,-11.1289564501047,-21.7958030885071,165.621997730759,79.6309601523472,-44.1621268658993,59.7595498309826
Feb 2017,-41.9126633233821,-27.3412367430124,-24.6103819314016,-43.6112916837522,149.307498503837,65.0063438267477,-48.7303873922517,34.1256428318805
Mar 2017,-60.982561340529,-26.0372857668131,-49.1977457736274,-83.479425148915,143.918108849888,50.4926691726195,-80.263184578385,45.3516209969425
Apr 2017,-74.1243600839956,-17.4287698103364,-77.0285627988639,-125.949360598701,133.457021282828,29.9644664459418,-86.6834131656129,72.3035751066477
May 2017,-67.613498908689,-5.34315200663232,-78.2448931269322,-150.186300266569,133.389993420569,25.9988262337443,-62.2559137541329,77.1355885248034
Jun 2017,-72.1809370273536,-4.53087585472485,-83.8451699242103,-158.380742260669,121.856580506175,22.4646163797594,-69.8025976154518,87.1285901150425
Jul 2017,-72.3104801900397,-2.9851794565764,-83.5119127553104,-124.856298353231,87.61463853263,37.917445849673,-121.181325661034,106.219436037221
Aug 2017,-22.6307554095147,-9.40644971957904,-22.8622970172802,-41.4744120112356,79.0519851678043,114.386258110163,-163.884393762274,201.287159063767
Sep 2017,-58.3226344659501,-56.4562911566703,-16.9497414327921,-25.1133067378479,69.1140146593402,87.8652475961139,-171.757695941199,171.609543119325
Oct 2017,-69.1590400231659,-89.3551329730243,-3.19824513008393,-88.1351311199118,106.304438089587,100.060563320521,-153.601492572819,89.0760289813042
Nov 2017,-97.2871391755376,-90.0713366764473,-25.7433665816382,-115.340977016242,129.284828928324,68.4710478340591,-122.758825802402,34.9249127505945
Dec 2017,-29.6587220121558,-21.7673624238839,16.7886108108003,-77.6201683845967,178.136834103663,130.127979351523,-99.9023146142534,82.3116969102566
Jan 2018,75.8969714812947,64.8139689480383,92.1972902061947,25.5617563302131,241.28132932518,196.448530535473,-61.9333576403143,192.81524908406
Feb 2018,89.2932704412252,94.4886539925317,108.914057217713,29.5728334789171,277.674743063696,217.650373862511,-79.2870880472632,195.543038764349
Mar 2018,104.06643898004,90.7595503110811,130.078104364663,36.1760849552601,289.524154918006,237.128502939707,-71.4751870772035,206.739380067344
Apr 2018,63.4417640919671,56.4945385942731,111.611629492651,27.729235809349,271.424198920285,213.989288354686,-71.2280731412828,209.997378970096
May 2018,79.6023471395344,58.3304971340333,121.061436467107,41.8719298419757,263.764910666565,226.867483826806,-48.7797685348451,242.287932957226
Jun 2018,106.375565317575,77.6108354792281,132.036240175277,61.8119266516653,272.515716595216,239.027147053396,-28.0429055490518,271.958522147495
Jul 2018,112.892512588848,79.8236557067828,144.982635237031,66.8671635459341,280.161590230572,230.75636600808,-18.5974165751412,266.387114083786
Aug 2018,129.040855548445,86.3838543206245,162.328856711406,73.7000684073134,294.113195412564,235.319591899145,5.86342236971119,278.260750447274
Sep 2018,140.498370011987,88.3143185659474,192.739464748987,82.3026676868796,306.980094221169,248.140490128056,0.58906443954406,303.197431921532
Oct 2018,171.270438787869,111.400607963566,210.045021962699,77.1502296457315,316.39378728971,273.488957719873,0.577642982511899,296.66121415856
Nov 2018,163.284076855394,100.669582081267,209.729152049376,57.7033936876572,329.982605101811,260.100067340339,7.15666892845233,294.243609512255
Dec 2018,132.041820682721,72.7460414968611,173.780751321079,22.4873455730218,338.130158972495,229.434671174346,13.7788344765917,239.013685661813
Jan 2019,98.8557105652754,32.1952217754256,148.899855652199,-4.6301106135101,345.804122648778,199.281395028846,-0.582222082484365,251.460278522827
Feb 2019,55.978457719456,-6.35949036451079,109.165581485885,-49.2045342704893,331.02278668548,170.103211891692,-60.7476995060498,187.80297270832
Mar 2019,3.30660536720117,-50.2090505717623,73.0937908274368,-75.6060888021705,293.129586184834,131.141098865672,-117.115606474797,175.362216406853
Apr 2019,-41.7115747022417,-83.3071719283895,45.2506738476328,-72.7421221671173,261.052286508001,104.791996382754,-134.300959187913,145.641356685731
May 2019,-19.4418855111374,-74.4817405108487,68.1321102511864,-32.4286139766782,263.835395332935,132.226325534431,-120.422523730022,186.490551627472
Jun 2019,17.8810256976719,-39.0349716193298,91.7671205533847,-12.4953916820116,286.90828025319,171.526074160191,-118.677750423529,203.395080922031
Jul 2019,85.5417987916272,11.0509481080909,134.338218047022,7.13256065806689,322.275326771421,229.839239958975,-105.073191069839,267.50006770508
Aug 2019,91.051228211926,18.0067800343542,146.503380556979,12.7508643734411,334.246243114842,234.451365699317,-116.724631451865,268.30706129257
Sep 2019,104.383659892421,13.5871233247831,156.142508442637,9.86874631777109,343.138171884405,235.55810193311,-105.745677996918,268.696526213613
Oct 2019,48.695238548442,-29.288610409844,125.439704754194,-37.7672605756928,306.967669421594,167.118037491354,-132.371860394381,180.695129530705
Nov 2019,42.790450789287,-43.5411496511624,119.669391177095,-55.7993606738609,292.123872595793,161.696926898429,-131.248167805624,174.005042179791
Dec 2019,47.1782512459562,-30.9538937883384,115.462202099756,-34.8153303455444,270.200190825454,163.041408879594,-89.0687644167802,190.774912764287
Jan 2020,58.3632390835184,-0.98184583904031,117.105409045118,20.5946430320403,276.966294447772,200.70866392272,-63.9105795300679,239.752905158711
Feb 2020,67.7815159389899,56.9578625327829,100.554536798339,38.0687578197045,274.658950097529,178.626400746798,-3.06344909321731,220.622428302185
Mar 2020,126.328301257097,139.807797187778,134.934775723392,72.9880341219558,319.046862400699,199.35852400391,73.4430682449467,234.355925670337
Apr 2020,222.03148294392,223.957682722765,194.953690683096,111.336994985906,381.311885315552,245.429732219914,175.969729959985,244.860999149694
May 2020,237.089170428037,213.779413855913,241.530954979395,139.37302712677,419.809557398955,281.817335048194,191.688809684846,282.251688962182
Jun 2020,203.863743986855,163.889060576049,237.880920272003,136.474423102552,416.13046915877,273.451761364168,167.637119491203,247.7176436597
Jul 2020,171.660127323305,136.314537522258,215.264174794109,128.613096333293,401.87692363505,256.06689928174,146.949198861434,233.723310044432
Aug 2020,181.166606055251,157.071847613581,204.516788310824,129.828447527023,415.883023765042,243.891759647451,165.757479384199,211.022057169379
Sep 2020,196.710253795311,188.035452643794,211.630029972372,116.795902114528,443.688246403366,252.765222666577,172.988681460753,246.009639003088
Oct 2020,217.609778050426,211.93494833481,225.457762542609,97.9979713068791,427.002904673525,273.210225820972,137.15969532672,273.241266919079
Nov 2020,213.703797448466,217.892681873148,215.473795237266,82.9096392331465,399.019103819605,273.910720222422,112.184450315079,290.047496185206
Dec 2020,200.242697415767,187.576985610008,215.344680193725,79.5725156648792,401.428339362446,247.611411927133,119.849334064426,264.042281868579
Jan 2021,163.894184800184,136.287091438012,204.480117847074,76.4526516326455,427.957439775343,208.78600747136,151.651947292972,226.507105110657
Feb 2021,176.784983432726,119.637269123922,208.455658657539,77.5674300706489,446.116480487209,222.211051315586,158.830142520451,221.189049822247
Mar 2021,160.348559176399,105.939646561866,182.739143050358,72.3424401510459,425.401753321862,224.185703557457,141.707558021357,211.243608213196
Apr 2021,151.841254538661,88.2040109015994,176.285688334564,78.8291784723552,418.204800206533,223.657590921294,126.457993434331,224.444207657657
May 2021,116.270581951495,49.7739554020874,161.94306478005,63.9638404277504,416.298258747695,194.262466234743,117.610326681279,198.797655242051
Jun 2021,142.632749900029,27.0326409724801,179.960135363336,35.3490464349922,438.953913438079,224.059096074457,111.261553998996,225.224191729007
Jul 2021,81.2147432870324,-29.8180009854202,104.348981324363,-39.1146098490083,409.084515532472,166.054313829887,90.4401893109661,173.939176952402
Aug 2021,-29.0721780943558,-136.326007871244,8.09916921665406,-84.6967022911041,358.84600160108,75.4281176909566,23.0760917127177,151.461829212947
Sep 2021,-192.214138668445,-234.644105965731,-161.01249731882,-134.831868922628,273.120668040913,-74.917979505699,-15.2425003015182,38.8463481292714
Oct 2021,-375.133301394997,-293.023109237067,-335.212530161684,-170.469294008688,286.687845563272,-219.204364673189,4.02238554317671,-46.9320191332995
Nov 2021,-257.665584607986,-198.327775275694,-260.036027733191,-101.997226356716,352.664813263172,-124.828125482232,112.362530914944,14.3691194619934
Dec 2021,-113.441899849764,-80.2691326097299,-101.295960551807,5.6508952301049,419.926806901697,3.98073769883208,184.298909191703,105.388079253193
Jan 2022,141.274680569358,60.505385548764,154.930973990583,167.590234486481,423.72208631653,221.204840040522,205.804717037268,250.593531394908
Feb 2022,190.06909186463,130.489163746369,231.16079697899,257.101757381631,402.582261420334,254.385108371129,216.855893370189,267.854817340192
Mar 2022,251.781929032728,186.278325492315,300.151310976661,348.791560723109,411.117953447196,288.992048440581,266.166991166607,279.302220920069
Apr 2022,276.259731092088,225.730845081149,323.922033459507,390.329782219929,423.025660174144,310.265365022621,293.442869403851,295.298166880412
May 2022,266.100407983589,251.760713643448,295.034177521079,375.530650874936,420.21080622991,296.696511205859,300.880800144225,260.842229549849
Jun 2022,241.19329767655,275.449465487973,244.306348976735,339.349266477701,402.102561385422,272.332233657946,274.422013659715,245.1369248951
Jul 2022,247.148086711639,300.047090095184,231.181330538102,334.59612849137,403.158874714517,268.395114998342,277.403655571867,215.94961121014
Aug 2022,272.372961651733,310.964061420842,267.703630023009,350.276969250939,436.154668203076,300.778466438967,266.767556738954,230.790223143597
Sep 2022,285.081955848733,311.003525648231,301.664950746377,370.05208495054,470.984317567406,329.920639539537,250.191761741187,255.252285236603
Oct 2022,327.825398233047,309.870555167994,358.901611724837,402.560030672813,496.385451949506,368.846425872445,250.264685356665,318.474956416762
Nov 2022,323.661393036673,295.815439030102,363.722804714369,412.073789176946,511.73857853759,370.857533142423,257.831971235634,340.209398407846
Dec 2022,316.217646755992,270.372632772217,363.249631740202,421.117692203275,520.672789008217,367.39830563479,270.38286548832,336.805673539854
Jan 2023,283.855765286007,240.422130144933,339.798243136862,412.347678256589,525.913671086068,349.791311771775,266.02753446063,285.474113136865
Feb 2023,273.711750698506,221.03701939394,331.395909319642,412.184537284053,522.903744269404,343.671702778588,250.575029017182,279.258834718601
Mar 2023,260.522459979492,203.75568175931,305.977290963157,391.186765837954,513.850736755105,336.675372233127,215.289030919985,255.556697194269
Apr 2023,217.661043635528,177.493804371062,263.40593578146,355.1696523144,504.694732354308,292.10545378601,183.175091695444,239.872429305292
May 2023,214.182965891965,165.162972286713,248.696189019744,343.085521515675,492.658192456222,291.533453137458,152.870835667798,237.680986989085
Jun 2023,208.505909780826,153.466858357976,260.921725850014,355.423355978244,487.041988201937,283.378034564039,140.04104266172,264.717515092038
Jul 2023,212.049108084745,152.575326101119,274.395317070213,372.415819586171,487.713981450044,301.610302490232,118.905828510709,268.266442548067
Aug 2023,210.525264769353,162.044269880469,278.772326246004,391.848987486505,481.870905562565,301.136750090825,110.967139656332,254.478552494958
Sep 2023,214.815573966662,176.101699450292,285.726121127537,395.437089655259,475.651859130297,322.01919933413,75.7663957814568,244.471584144284
Oct 2023,217.962066606159,192.643383140096,281.723680804182,373.184705694207,469.522876293753,331.899102110734,41.1722048497541,264.922842368602
Nov 2023,231.899293871893,203.844799967311,294.664050407517,358.796727175913,487.161910516589,356.922934512627,36.1408864436383,284.905987012197
Dec 2023,257.129970013741,218.884935573221,317.927064469011,376.501736549854,507.432269847007,379.120845458962,79.1212952390834,335.996386628037
Jan 2024,293.125202826821,235.148265732993,343.45141004623,403.974108529704,527.851363824079,400.033741204923,137.679331887799,360.987734346661
Feb 2024,270.139569539407,227.30859889205,324.226616738386,392.429912665102,536.061646000318,371.175279127746,141.284630076884,354.20298855479
Mar 2024,240.796573604597,211.33071734619,291.071025033069,362.068949123721,547.048241466847,339.853344470934,136.296118725877,334.625527959796
Apr 2024,222.839852526229,201.268689557064,275.057838780174,356.168553622473,560.727890503164,336.756580949716,117.439855598097,326.738915554973
May 2024,230.161099465716,191.194843393528,292.991259322267,381.762537800026,580.398982391215,348.690771317019,118.44390496702,306.922365118789
Jun 2024,249.759787830402,198.236609837481,308.811779719269,398.006484683506,601.287183308977,378.601762704,104.578272474596,304.349189130815
Jul 2024,270.826247820484,197.364635525637,334.670396377483,419.350023679647,623.222036030854,391.052021850835,125.938633412965,316.922614862484
Aug 2024,267.216217286583,199.459123875891,322.677439485339,426.869494681322,609.64822543069,379.066531162833,131.325191528251,317.546768565019
Sep 2024,258.026982346033,187.764505942845,318.78866597809,438.841972853462,596.122781846512,352.962467490547,128.621074063527,322.65221166341
Oct 2024,287.477188039205,192.943492882437,341.022423486443,448.443811028342,594.781874689017,368.168533291549,136.409025109144,336.884292095627
Nov 2024,276.934559223025,182.966329351497,334.875219632671,448.604183171755,583.188725512979,342.108854600329,150.083528558018,334.605613294251
Dec 2024,271.155407936231,177.707943561286,336.294152009009,463.695004727867,567.940422104581,340.856590028465,170.590913769785,329.946952724727
Jan 2025,254.723285155182,175.9376259849,338.035829422456,508.171331077246,550.819691270415,340.668236489666,158.436166610497,348.827635985621
Feb 2025,303.555626353382,204.770565237304,383.261662325313,552.839738778224,576.774717727365,405.771654432649,154.110123657162,398.741958097222
Mar 2025,338.256369576333,231.037551896735,416.048795484279,586.666703862554,605.830911022516,444.658271168391,170.429357116948,432.53145928788
Apr 2025,365.659120371965,245.866211720987,444.039002144832,630.634872151389,620.80612792263,469.99675010714,212.965430010875,451.772086140993
May 2025,371.400267362086,264.10008937136,443.462860144312,655.8037450171,616.823148107827,459.048728527344,267.212070853427,472.105616551458
Jun 2025,366.402228934472,280.972078379655,431.784525924012,681.181094521921,604.159206890854,421.886346026581,293.649969778857,458.980274532119
Jul 2025,379.33800312587,308.675148999006,428.259101870874,698.092172064695,613.235184707383,416.373177838123,308.877926675468,470.247179236269
Aug 2025,413.928349754291,321.642424734496,473.553978169894,720.749900318169,653.843796096641,456.994548050334,305.804683342244,522.816811990753
Sep 2025,466.011160371835,334.252753538356,526.123484831943,732.915625784761,705.852491261917,527.747159973734,302.410627913543,580.400145081495
Oct 2025,467.616993804911,317.639537446948,549.286660120097,715.849853877778,736.805196858054,535.915082492218,274.522962482365,540.933227995886
